,customer_id,total_amount,percentage_spend
0,1929979702,894869.0,0.0029781494963694536
1,1430453333,840000.0,0.0057736933993880425
2,1884522075,767733.0,0.008328730669978721
3,1563145168,750000.0,0.010824752011959603
4,1966608472,599000.0,0.012818241057088335
5,1484892512,533280.0,0.014593012072090421
6,1938889692,500000.0,0.01792104052806493
7,1573160076,500000.0,0.01792104052806493
8,1483274855,481139.0,0.019522284811344052
9,1394568134,473494.0,0.021098086317077245
10,1580090904,430000.0,0.022529138553146286
11,2303129507,429584.0,0.02395880632937764
12,1992981317,395800.0,0.02527603999225235
13,2183969878,369426.0,0.026505500232629188
14,1800956770,358500.0,0.027698598434096052
15,1543861731,346471.0,0.028851663781265996
16,1564668055,339900.0,0.02998286065345173
17,1356416060,333316.0,0.03109214578628333
18,2077492515,332610.0,0.03219908133102501
19,2176784794,322202.0,0.03327137875559691
20,2255939474,314694.0,0.03431868934252135
21,1346670582,311724.0,0.03535611568493155
22,1661266404,303209.0,0.03636520386503913
23,1209119796,292949.0,0.0373401464731884
24,1938464819,292750.0,0.038314426803674945
25,1308408690,291018.0,0.03928294298887573
26,2025405388,279265.0,0.04021234485563346
27,2063623142,274898.0,0.04112721322212393
28,2222673097,270200.0,0.042026446510928246
29,1487481404,267723.0,0.04291743627324711
30,1533657029,264800.0,0.043798698208389164
31,1905669117,256173.0,0.044651249242041516
32,1494273707,250000.0,0.045483256356035145
33,2095215442,249500.0,0.04631359945580079
34,1855982241,246200.0,0.04713296006166171
35,1596334704,232900.0,0.04790805788905817
36,1616323047,231168.0,0.04867739157116889
37,1283446206,230866.0,0.0494457201886859
38,2080741012,229000.0,0.05020783870510406
39,1649978007,218627.0,0.05093543558234841
40,1751464354,212613.0,0.051643017696458515
41,1493642581,210610.0,0.052343933769571305
42,1391411812,210000.0,0.05304281974532595
43,2187528212,208865.0,0.05373792840878307
44,1707492787,206439.0,0.05442496327520599
45,1600145449,203040.0,0.05510068617290705
46,1992723947,201804.0,0.05577229562743653
47,1539740017,201600.0,0.056443226164160996
48,2096891059,201533.0,0.057113933722978905
49,1876082032,200000.0,0.05911075079656361
50,1301527535,200000.0,0.05911075079656361
51,2141316373,200000.0,0.05911075079656361
52,1613514813,199900.0,0.059776023684912916
53,1723104009,199555.0,0.06044014840344491
54,1845371593,196181.0,0.061093044353966446
55,2192266007,194480.0,0.06174027932808437
56,2244962834,191799.0,0.06237859185791182
57,2225882141,187285.0,0.06300188166728901
58,2189004507,185558.0,0.06361942397152273
59,1680820522,183684.0,0.06423072955042995
60,1725575501,180000.0,0.06482977467250536
61,2137055248,179900.0,0.06542848699173517
62,1306325417,176099.0,0.06601454947480383
63,1780140177,175830.0,0.06659971671821782
64,1302585143,173694.0,0.06717777529284986
65,1848622721,172900.0,0.06775319141288785
66,1718966820,172646.0,0.06832776221369803
67,2020695631,167500.0,0.06888520698007376
68,2266271395,167000.0,0.0694409877322215
69,1631667140,166700.0,0.06999577007583245
70,1174828697,165814.0,0.07054760378623141
71,1550737263,161850.0,0.07108624519183089
72,2292121547,160265.0,0.07161961167232764
73,1608443721,160000.0,0.07215209622528357
74,1275465155,157900.0,0.07267759191848194
